id,prompt_code,name,slug,prompt_starter,description,detailed_prompt,role_type,category,function,task_type,complexity,pattern_type,system_prompt,user_template,tags,variables,estimated_time_minutes,accuracy_clinical,accuracy_regulatory,user_satisfaction,avg_latency_ms,usage_count,expert_validated,validation_date,validator_name,validator_credentials,version,is_active,created_at,updated_at,rag_enabled,rag_context_sources,allowed_tenants,function_id,function_name,department_id,department_name,role_id,role_name,organization_id
8a784d54-76bd-472e-8e1e-c66d7a68f543,USR-ed49e322-4,Quality by Design Specialist - Starter #4,quality-by-design-specialist-starter-4,Support pharmacotherapy decision patient with,Conversation starter: Support pharmacotherapy decision patient with,"Support a pharmacotherapy decision for a patient with chronic pain who is considering transitioning from opioids to a non-opioid analgesic, including evidence-based recommendations and monitoring parameters.",user,general,,,advanced,,,,"[""expert"",""evidence-based-medication-guidance"",""perform-dosing-calculations"",""assess-drug-interactions""]",,,,,,,0,false,,,,1.0.0,true,2025-11-17 17:36:02.297137,2025-11-18 19:06:49.87549,false,,"[""c1977eb4-cb2e-4cf7-8cf8-4ac71e27a244"",""684f6c2c-b50d-4726-ad92-c76c3b785a89"",""c6d221f8-1e8d-4dd9-86c5-d640ad6bf30b""]",,,,,,,
8a984d0d-53c5-4e7c-8818-91bb0b9b27c2,USR-7eba08ee-4,Key Account Manager Support - Starter #4,key-account-manager-support-starter-4,Recommend comprehensive pharmacotherapy plan patient,Conversation starter: Recommend comprehensive pharmacotherapy plan patient,"Recommend a comprehensive pharmacotherapy plan for a patient with type 2 diabetes and chronic kidney disease, ensuring all medications are supported by the latest evidence and considering renal dosing adjustments.",user,general,,,advanced,,,,"[""expert"",""evidence-based-medication-guidance"",""dosing-calculation"",""drug-interaction-assessment""]",,,,,,,0,false,,,,1.0.0,true,2025-11-17 17:36:13.957464,2025-11-18 19:06:49.87549,false,,"[""c1977eb4-cb2e-4cf7-8cf8-4ac71e27a244"",""684f6c2c-b50d-4726-ad92-c76c3b785a89"",""c6d221f8-1e8d-4dd9-86c5-d640ad6bf30b""]",,,,,,,
8aa3779f-d36d-4091-a1d7-71d5b0a75d6a,CRF-DOC-008,CRAFT | DOCUMENT | Meeting Minutes/Action Log,craft-document-minutes-action-log,Meeting Minutes/Action Log,,"Context (bullets):
- Meeting purpose; attendees (roles)
- Decisions; actions
- Risks/issues

Task:
- Draft minutes: decisions, actions, owners, risks.
- Use risk_skill for blockers.

Output format:
- Decisions
- Actions/Owners/Dates
- Risks/Issues
- Next Meeting

Constraints:
- No PII; no personal emails.
- Keep total response concise; adhere to system guardrails for compliance/fair balance.",user,communications,communications,prompt,advanced,rich,,,"[""minutes"",""actions"",""log"",""meeting"",""risk""]",[],,,,,,0,false,,,,1.0.0,true,2025-12-10 09:15:48.514793,2025-12-10 09:15:48.514793,false,[],[],,,,,,,
8abd5a95-455b-49c8-a38c-01926b1f5000,FOR-IMPL-001,FORGE | IMPLEMENT | Implementation Plan & WBS,forge-implement-plan-wbs,Implementation Plan & WBS,,"Context (bullets):
- Scope: [features/workstreams]
- Teams/owners; timelines; dependencies
- Environments: [dev/test/stage/prod]
- Constraints: [security; compliance; change windows]

Task:
- Build WBS, milestones, owners, dependencies, and readiness checks.
- Use risk_skill for schedule/tech risks.

Output format:
- WBS (workstream → tasks/owners)
- Milestones & Dependencies
- Environment Plan
- Risks/Gates & Mitigations

Constraints:
- No PII; no secret keys.
- Keep total response concise; adhere to system guardrails for compliance/fair balance.",user,product,product,prompt,advanced,rich,,,"[""implementation"",""wbs"",""planning"",""dependencies"",""risk""]",[],,,,,,0,false,,,,1.0.0,true,2025-12-10 08:55:28.637742,2025-12-10 08:55:28.637742,false,[],[],,,,,,,
8ac93a0c-b170-416a-a414-c51426f0414f,USR-11a1ac8d-2,Pediatric Clinical Specialist - Starter #2,pediatric-clinical-specialist-starter-2,Outline detailed plan managing trial,Conversation starter: Outline detailed plan managing trial,"Outline a detailed plan for managing trial operations for a pediatric vaccine study, addressing patient recruitment strategies, site selection criteria, and timeline management.",user,clinical,,,advanced,,,,"[""expert"",""clinical-protocol-design"",""trial-operations-management"",""data-quality-assurance""]",,,,,,,0,false,,,,1.0.0,true,2025-11-17 17:35:54.405508,2025-11-18 19:06:49.87549,false,,"[""c1977eb4-cb2e-4cf7-8cf8-4ac71e27a244"",""684f6c2c-b50d-4726-ad92-c76c3b785a89"",""c6d221f8-1e8d-4dd9-86c5-d640ad6bf30b""]",,,,,,,
8b1f42c7-31fd-43e2-bb31-917ceb877845,USR-c9ba4f33-1,Adaptive Trial Designer - Starter #1,adaptive-trial-designer-starter-1,Design clinical trial protocol new,Conversation starter: Design clinical trial protocol new,"Design a clinical trial protocol for a new diabetes medication, ensuring adherence to regulatory standards and incorporating adaptive design elements for dose adjustments based on interim results.",user,clinical,,,advanced,,,,"[""expert"",""clinical-protocol-design"",""trial-operations-management"",""data-quality-assurance""]",,,,,,,0,false,,,,1.0.0,true,2025-11-17 17:35:57.109459,2025-11-18 19:06:49.87549,false,,"[""c1977eb4-cb2e-4cf7-8cf8-4ac71e27a244"",""684f6c2c-b50d-4726-ad92-c76c3b785a89"",""c6d221f8-1e8d-4dd9-86c5-d640ad6bf30b""]",,,,,,,
8c05225b-e8d8-4b54-b64a-0424c53fca69,SYS-665cb20b,Pediatric Dosing Specialist - System Prompt,pediatric-dosing-specialist-system,System prompt for Pediatric Dosing Specialist,Enhanced system prompt for Pediatric Dosing Specialist agent (Tier: EXPERT),"You are Pediatric Dosing Specialist, a EXPERT level AI agent specializing in clinical development and research.

## Your Role
The Pediatric Dosing Specialist is a critical expert in clinical development, providing evidence-based medication guidance tailored for pediatric populations. With a focus on precise dosing calculations and thorough drug interaction assessments, this role ensures the safe and effective use of pharmaceuticals in children, bridging the gap between complex clinical data and practical applications in the pharma and biotech sectors.

## Core Capabilities
- **Evidence-Based Medication Guidance**: Provides evidence-based medication guidance for pediatric patients.
- **Dosing Calculation**: Performs dosing calculations to ensure age-appropriate medication dosing for pediatric patients.
- **Drug Interaction Assessment**: Assesses potential drug interactions to support safe pharmacotherapy decisions.
- **Safe Pharmacotherapy Decision Support**: Supports safe pharmacotherapy decisions by providing expert guidance and assessment.

## Your Expertise Level: EXPERT
As an EXPERT agent, you provide deep domain expertise with advanced analytical capabilities.

## Communication Style
- **Tone**: Professional, authoritative, evidence-based
- **Approach**: Comprehensive analysis, strategic recommendations, risk assessment
- **Output Format**: Detailed analyses, strategic recommendations, evidence-based conclusions

## Operating Principles
1. **Accuracy First**: Always verify facts and cite sources when possible
2. **Context Awareness**: Consider the user's industry context (pharma/biotech or digital health)
3. **Actionable Insights**: Provide concrete, implementable recommendations
4. **Risk Awareness**: Flag potential compliance, regulatory, or safety issues
5. **Continuous Learning**: Acknowledge limitations and suggest expert consultation when needed

## Constraints
- Provide detailed analysis with supporting evidence
- Consider multiple perspectives and edge cases
- Flag areas requiring specialized expertise beyond your scope

## Special Instructions
You specialize in pharmaceutical and biotech contexts. Focus on drug development, clinical trials, and regulatory affairs.

Remember: Your responses should reflect your EXPERT level expertise. Provide nuanced insights that require years of domain expertise. Challenge assumptions when appropriate.
",system,general,,,advanced,,,,"[""expert"",""evidence-based-medication-guidance"",""dosing-calculation"",""drug-interaction-assessment""]",,,,,,,0,false,,,,1.0.0,true,2025-11-17 17:34:52.811169,2025-11-18 19:06:49.87549,false,,"[""c1977eb4-cb2e-4cf7-8cf8-4ac71e27a244"",""684f6c2c-b50d-4726-ad92-c76c3b785a89"",""c6d221f8-1e8d-4dd9-86c5-d640ad6bf30b""]",,,,,,,
8c60dfa4-03c3-44a9-8a7d-e753c5198430,USR-a9345d18-3,Endpoint Committee Coordinator - Starter #3,endpoint-committee-coordinator-starter-3,Create checklist data quality assurance,Conversation starter: Create checklist data quality assurance,"Create a checklist for data quality assurance processes that ensures the integrity of clinical trial data, focusing on data collection methods, validation techniques, and auditing procedures.",user,clinical,,,advanced,,,,"[""expert"",""clinical-protocol-design"",""trial-operations-management"",""data-quality-assurance""]",,,,,,,0,false,,,,1.0.0,true,2025-11-17 17:35:41.080608,2025-11-18 19:06:49.87549,false,,"[""c1977eb4-cb2e-4cf7-8cf8-4ac71e27a244"",""684f6c2c-b50d-4726-ad92-c76c3b785a89"",""c6d221f8-1e8d-4dd9-86c5-d640ad6bf30b""]",,,,,,,
8c9e205c-73ba-4931-9133-e2a82c214439,SCT-POS-010,SCOUT | POSITION | Executive Positioning Brief,scout-position-exec-brief,Executive Positioning Brief,,"Context (bullets):
- Audience; goal
- Proofs; differentiation
- Risks

Task:
- Summarize positioning for execs: core, proofs, differentiation, risks, asks.
- Use risk_skill for claim risks.

Output format:
- Core Position
- Proofs
- Differentiation
- Risks/Redlines
- Asks/Actions

Constraints:
- No PII; concise.",user,analytics,analytics,prompt,advanced,rich,,,"[""executive"",""positioning"",""proof"",""differentiation"",""risk""]",[],,,,,,0,false,,,,1.0.0,true,2025-12-10 09:36:29.117453,2025-12-10 09:36:29.117453,false,[],[],,,,,,,
8cb1f739-69ee-4683-8284-1139117a09cd,USR-02a906c0-1,Medical Affairs Metrics Analyst - Starter #1,medical-affairs-metrics-analyst-starter-1,Analyze latest trends key opinion,Conversation starter: Analyze latest trends key opinion,Analyze the latest trends in key opinion leader engagement metrics over the past quarter and provide recommendations for enhancing our outreach strategies in the oncology sector.,user,medical-affairs,,,intermediate,,,,"[""specialist"",""medical-affairs-kpi-tracking"",""scientific-support-provision"",""key-opinion-leader-engagement""]",,,,,,,0,false,,,,1.0.0,true,2025-11-17 17:35:46.996989,2025-11-18 19:06:49.87549,false,,"[""c1977eb4-cb2e-4cf7-8cf8-4ac71e27a244"",""684f6c2c-b50d-4726-ad92-c76c3b785a89"",""c6d221f8-1e8d-4dd9-86c5-d640ad6bf30b""]",,,,,,,
8cc81c21-d267-4044-8ce7-387b8b566f5c,USR-129d58e6-2,DNA-Encoded Library Expert - Starter #2,dna-encoded-library-expert-starter-2,Outline detailed plan managing trial,Conversation starter: Outline detailed plan managing trial,"Outline a detailed plan for managing trial operations, including patient recruitment strategies and site selection, specifically for a phase II clinical trial using DNA-encoded libraries in drug discovery.",user,clinical,,,advanced,,,,"[""expert"",""clinical-protocol-design"",""trial-operations-management"",""data-quality-assurance""]",,,,,,,0,false,,,,1.0.0,true,2025-11-17 17:35:45.045149,2025-11-18 19:06:49.87549,false,,"[""c1977eb4-cb2e-4cf7-8cf8-4ac71e27a244"",""684f6c2c-b50d-4726-ad92-c76c3b785a89"",""c6d221f8-1e8d-4dd9-86c5-d640ad6bf30b""]",,,,,,,
8ccdc559-d402-49c3-ba93-4e02ae5cb033,USR-d1967fb1-2,Oncology Clinical Specialist - Starter #2,oncology-clinical-specialist-starter-2,Create detailed plan managing trial,Conversation starter: Create detailed plan managing trial,"Create a detailed plan for managing trial operations in a multicenter oncology study, addressing potential challenges in participant recruitment and data collection.",user,clinical,,,advanced,,,,"[""expert"",""clinical-protocol-design"",""trial-operations-management"",""data-quality-assurance""]",,,,,,,0,false,,,,1.0.0,true,2025-11-17 17:35:14.454404,2025-11-18 19:06:49.87549,false,,"[""c1977eb4-cb2e-4cf7-8cf8-4ac71e27a244"",""684f6c2c-b50d-4726-ad92-c76c3b785a89"",""c6d221f8-1e8d-4dd9-86c5-d640ad6bf30b""]",,,,,,,
8ce93bf8-c4b4-44ce-9f22-b58fe90807a6,SYS-1dc0cb7c,DMPK Specialist - System Prompt,dmpk-specialist-system,System prompt for DMPK Specialist,Enhanced system prompt for DMPK Specialist agent (Tier: SPECIALIST),"You are DMPK Specialist, a SPECIALIST level AI agent specializing in clinical development and research.

## Your Role
As a DMPK Specialist in clinical development, you will leverage your expertise in drug metabolism and pharmacokinetics to provide evidence-based medication guidance, optimize dosing calculations, and assess drug interactions. Your role is crucial in ensuring the safety and efficacy of therapeutic candidates, driving informed decision-making in the drug development process within the pharma and biotech sectors.

## Core Capabilities
- **Evidence-Based Medication Guidance**: Provides guidance on medication based on scientific evidence and research studies.
- **Dosing Calculation**: Performs calculations to determine the correct dosage of medication for patients.
- **Drug Interaction Assessment**: Assesses the potential interactions between different drugs to ensure safe pharmacotherapy.
- **Safe Pharmacotherapy Decision Support**: Supports decisions related to pharmacotherapy, ensuring they are safe and effective.

## Your Expertise Level: SPECIALIST
As a SPECIALIST agent, you handle focused, well-defined tasks within your narrow domain.

## Communication Style
- **Tone**: Precise, focused, technically proficient
- **Approach**: Detailed execution, technical accuracy, specific deliverables
- **Output Format**: Technical documentation, specific analyses, focused recommendations

## Operating Principles
1. **Accuracy First**: Always verify facts and cite sources when possible
2. **Context Awareness**: Consider the user's industry context (pharma/biotech or digital health)
3. **Actionable Insights**: Provide concrete, implementable recommendations
4. **Risk Awareness**: Flag potential compliance, regulatory, or safety issues
5. **Continuous Learning**: Acknowledge limitations and suggest expert consultation when needed

## Constraints
- Stay within your area of specialization
- Provide precise, technically accurate information
- Escalate out-of-scope questions to EXPERT agents

## Special Instructions
You specialize in pharmaceutical and biotech contexts. Focus on drug development, clinical trials, and regulatory affairs.

Remember: Your responses should reflect your SPECIALIST level expertise. Excel at your specific area while acknowledging boundaries of your expertise.
",system,general,,,intermediate,,,,"[""specialist"",""evidence-based-medication-guidance"",""dosing-calculation"",""drug-interaction-assessment""]",,,,,,,0,false,,,,1.0.0,true,2025-11-17 17:36:11.877135,2025-11-18 19:06:49.87549,false,,"[""c1977eb4-cb2e-4cf7-8cf8-4ac71e27a244"",""684f6c2c-b50d-4726-ad92-c76c3b785a89"",""c6d221f8-1e8d-4dd9-86c5-d640ad6bf30b""]",,,,,,,
8d0d5749-61b4-4e20-b312-630a8c140a40,USR-3f075968-2,Medical Affairs Commercial Liaison - Starter #2,medical-affairs-commercial-liaison-starter-2,Account Their Current Creatinine Clearance,Conversation starter: Account Their Current Creatinine Clearance,"Calculate the appropriate dosing regimen for a patient with renal impairment using the specified medication, taking into account their current creatinine clearance values.",user,medical-affairs,,,advanced,,,,"[""expert"",""evidence-based-medication-guidance"",""dosing-calculations"",""drug-interaction-assessment""]",,,,,,,0,false,,,,1.0.0,true,2025-11-17 17:36:07.171848,2025-11-18 19:06:49.87549,false,,"[""c1977eb4-cb2e-4cf7-8cf8-4ac71e27a244"",""684f6c2c-b50d-4726-ad92-c76c3b785a89"",""c6d221f8-1e8d-4dd9-86c5-d640ad6bf30b""]",,,,,,,
8d0d61e7-f164-48f7-aa08-6344b4eb1485,USR-57f14ea1-4,Immunosuppression Specialist - Starter #4,immunosuppression-specialist-starter-4,Develop pharmacotherapy decision support plan,Conversation starter: Develop pharmacotherapy decision support plan,"Develop a pharmacotherapy decision support plan for a clinical trial assessing the efficacy of a new immunosuppressive agent in patients with autoimmune disorders, ensuring alignment with current clinical guidelines.",user,general,,,intermediate,,,,"[""specialist"",""evidence-based-medication-guidance"",""dosing-calculation"",""drug-interaction-assessment""]",,,,,,,0,false,,,,1.0.0,true,2025-11-17 17:35:02.098952,2025-11-18 19:06:49.87549,false,,"[""c1977eb4-cb2e-4cf7-8cf8-4ac71e27a244"",""684f6c2c-b50d-4726-ad92-c76c3b785a89"",""c6d221f8-1e8d-4dd9-86c5-d640ad6bf30b""]",,,,,,,
8d7e5971-dda8-4aba-9965-f92c3af0b094,USR-9be4e73f-3,Equipment Qualification Specialist - Starter #3,equipment-qualification-specialist-starter-3,Outline key validation protocols required,Conversation starter: Outline key validation protocols required,Outline the key validation protocols required for a new automated filling line in a sterile manufacturing environment to ensure compliance with industry regulations and quality assurance standards.,user,general,,,advanced,,,,"[""expert"",""equipment-validation"",""equipment-qualification"",""medication-guidance""]",,,,,,,0,false,,,,1.0.0,true,2025-11-17 17:35:09.182709,2025-11-18 19:06:49.87549,false,,"[""c1977eb4-cb2e-4cf7-8cf8-4ac71e27a244"",""684f6c2c-b50d-4726-ad92-c76c3b785a89"",""c6d221f8-1e8d-4dd9-86c5-d640ad6bf30b""]",,,,,,,
8d812a28-6fec-4532-ba9a-8fcf54457c9c,USR-edfa4260-3,Biosimilar Regulatory Specialist - Starter #3,biosimilar-regulatory-specialist-starter-3,Outline a step-by-step plan to ensure regulatory compliance for a biosimilar entering the clinical t...,Role-specific conversation starter #3 for Biosimilar Regulatory Specialist,"Outline a step-by-step plan to ensure regulatory compliance for a biosimilar entering the clinical trial phase, including necessary documentation and timelines.",user,regulatory,,,advanced,,,,"[""expert"",""strategic-regulatory-guidance"",""interpret-fda-regulations"",""develop-submission-strategies""]",,,,,,,0,false,,,,1.0.0,true,2025-11-17 17:36:41.6227,2025-11-18 19:06:49.87549,false,,"[""c1977eb4-cb2e-4cf7-8cf8-4ac71e27a244"",""684f6c2c-b50d-4726-ad92-c76c3b785a89"",""c6d221f8-1e8d-4dd9-86c5-d640ad6bf30b""]",,,,,,,
8dea4023-e003-43d1-8a1a-ff60b47fd367,USR-de0e1960-4,Business Intelligence Analyst - Starter #4,business-intelligence-analyst-starter-4,Develop a decision support framework for healthcare providers that outlines the steps for safe pharm...,Role-specific conversation starter #4 for Business Intelligence Analyst,Develop a decision support framework for healthcare providers that outlines the steps for safe pharmacotherapy when introducing new medications in a digital health platform.,user,general,,,intermediate,,,,"[""specialist"",""evidence-based-medication-guidance"",""dosing-calculation"",""drug-interaction-assessment""]",,,,,,,0,false,,,,1.0.0,true,2025-11-17 17:36:26.865135,2025-11-18 19:06:49.87549,false,,"[""c1977eb4-cb2e-4cf7-8cf8-4ac71e27a244"",""684f6c2c-b50d-4726-ad92-c76c3b785a89"",""c6d221f8-1e8d-4dd9-86c5-d640ad6bf30b""]",,,,,,,
8df79cac-5bfb-4a85-88cf-f299435522ee,PRJ-PLAN-001,PROJECT | PLAN | Project Charter & Scope,project-plan-charter-scope,Project Charter & Scope,,"Context (bullets):
- Objective/benefits; success criteria
- Scope: in/out; constraints/assumptions
- Stakeholders/RACI
- Timelines/high-level milestones
- Risks/dependencies known

Task:
- Draft a charter: objectives, scope, milestones, RACI, risks/assumptions, success measures.
- Use risk_skill for risks/assumptions and mitigations.

Output format:
- Objective & Success Criteria
- In/Out of Scope
- Milestones
- RACI
- Risks/Assumptions & Mitigations

Constraints:
- No PII; no confidential vendor data.
- Keep total response concise; adhere to system guardrails for compliance/fair balance.",user,project,project,prompt,advanced,rich,,,"[""project"",""charter"",""scope"",""raci"",""risk""]",[],,,,,,0,false,,,,1.0.0,true,2025-12-10 09:01:12.230739,2025-12-10 09:01:12.230739,false,[],[],,,,,,,
8e9c355d-7c88-4f2b-a9dd-d458370124ce,SCT-LAN-003,SCOUT | LANDSCAPE | Technology Scan,scout-landscape-tech-scan,Technology Scan,,"Context (bullets):
- Domain; maturity levels
- Vendors/OSS; standards
- Risks

Task:
- Scan tech: options, maturity, fit, risks.
- Use risk_skill for readiness/compliance.

Output format:
- Options & Maturity
- Fit/Constraints
- Risks/Watchouts
- Recommendations

Constraints:
- No PII; no vendor secrets.
- Keep concise.",user,analytics,analytics,prompt,advanced,rich,,,"[""technology"",""scan"",""maturity"",""fit"",""risk""]",[],,,,,,0,false,,,,1.0.0,true,2025-12-10 09:36:29.117453,2025-12-10 09:36:29.117453,false,[],[],,,,,,,
