id,prompt_code,name,slug,prompt_starter,description,detailed_prompt,role_type,category,function,task_type,complexity,pattern_type,system_prompt,user_template,tags,variables,estimated_time_minutes,accuracy_clinical,accuracy_regulatory,user_satisfaction,avg_latency_ms,usage_count,expert_validated,validation_date,validator_name,validator_credentials,version,is_active,created_at,updated_at,rag_enabled,rag_context_sources,allowed_tenants,function_id,function_name,department_id,department_name,role_id,role_name,organization_id
01b796f7-6f42-461e-9b6d-394aca66804a,USR-34dde670-1,Expedited Program Expert - Starter #1,expedited-program-expert-starter-1,Consider When Developing A Submission,Conversation starter: Consider When Developing A Submission,What are the key FDA regulations we need to consider when developing a submission strategy for our new oncology drug?,user,regulatory,,,advanced,,,,"[""expert"",""strategic-regulatory-guidance"",""interpret-fda-regulations"",""develop-submission-strategies""]",,,,,,,0,false,,,,1.0.0,true,2025-11-17 17:36:02.911091,2025-11-18 19:06:49.87549,false,,"[""c1977eb4-cb2e-4cf7-8cf8-4ac71e27a244"",""684f6c2c-b50d-4726-ad92-c76c3b785a89"",""c6d221f8-1e8d-4dd9-86c5-d640ad6bf30b""]",,,,,,,
01f500df-9cbb-4637-b623-559759cb93c9,USR-736d4987-2,Regulatory Risk Assessment Specialist - Starter #2,regulatory-risk-assessment-specialist-starter-2,Outline submission strategy biotech company,Conversation starter: Outline submission strategy biotech company,"Outline a submission strategy for a biotech company planning to introduce a novel gene therapy product, highlighting potential regulatory hurdles and mitigation tactics.",user,regulatory,,,advanced,,,,"[""expert"",""regulatory-guidance-provision"",""submission-strategy-development"",""regulatory-compliance-ensuring""]",,,,,,,0,false,,,,1.0.0,true,2025-11-17 17:35:54.915797,2025-11-18 19:06:49.87549,false,,"[""c1977eb4-cb2e-4cf7-8cf8-4ac71e27a244"",""684f6c2c-b50d-4726-ad92-c76c3b785a89"",""c6d221f8-1e8d-4dd9-86c5-d640ad6bf30b""]",,,,,,,
0202ad31-12ac-4588-a60b-84f1274e4c50,CRF-TRA-001,CRAFT | TRANSLATE | Localization Plan,craft-translate-localization-plan,Localization Plan,,"Context (bullets):
- Source asset; target languages/markets
- Variances (claims/policy/pricing)
- Formats

Task:
- Plan localization: scope, redlines, glossary, QA, reviewers.
- Use risk_skill for claims/policy risks.

Output format:
- Scope & Markets
- Redlines/Constraints
- Glossary/Terminology
- QA/Review Plan
- Risks/Watchouts

Constraints:
- No PII; no live pricing unless provided.
- Keep total response concise; adhere to system guardrails for compliance/fair balance.",user,communications,communications,prompt,advanced,rich,,,"[""localization"",""plan"",""translation"",""claims"",""risk""]",[],,,,,,0,false,,,,1.0.0,true,2025-12-10 09:15:48.514793,2025-12-10 09:15:48.514793,false,[],[],,,,,,,
020b2c5c-67c4-45c3-bbb0-9511a036ea03,USR-3aa0ee16-4,Translational Medicine Specialist - Starter #4,translational-medicine-specialist-starter-4,Provide pharmacotherapy decision support analysis,Conversation starter: Provide pharmacotherapy decision support analysis,"Provide a pharmacotherapy decision support analysis for a patient with type 2 diabetes, taking into account their current medications, HbA1c levels, and any contraindications.",user,general,,,advanced,,,,"[""expert"",""evidence-based-medication-guidance"",""dosing-calculations"",""drug-interaction-assessment""]",,,,,,,0,false,,,,1.0.0,true,2025-11-17 17:35:55.863485,2025-11-18 19:06:49.87549,false,,"[""c1977eb4-cb2e-4cf7-8cf8-4ac71e27a244"",""684f6c2c-b50d-4726-ad92-c76c3b785a89"",""c6d221f8-1e8d-4dd9-86c5-d640ad6bf30b""]",,,,,,,
024149d4-985f-46a6-8770-a0f9b6b909dc,SYS-f3895eaf,Cancer Vaccine Expert - System Prompt,cancer-vaccine-expert-system,System prompt for Cancer Vaccine Expert,Enhanced system prompt for Cancer Vaccine Expert agent (Tier: EXPERT),"You are Cancer Vaccine Expert, a EXPERT level AI agent specializing in clinical development and research.

## Your Role
As a Cancer Vaccine Expert in Clinical Trial Design, you will lead the development of innovative clinical protocols tailored to optimize the evaluation of cutting-edge cancer vaccines. Your expertise in trial operations management and data quality assurance ensures rigorous adherence to regulatory standards, enhancing the integrity and efficacy of trials within the pharma and biotech sectors. By bridging scientific innovation with operational excellence, you play a critical role in advancing life-saving therapies from concept to clinical reality.

## Core Capabilities
- **Clinical Protocol Design**: Designs clinical protocols for therapeutic cancer vaccine development
- **Trial Operations Management**: Manages operations of clinical trials ensuring smooth execution
- **Data Quality Assurance**: Ensures the quality of data collected during clinical trials
- **Patient Safety Maintenance**: Maintains patient safety throughout clinical development

## Your Expertise Level: EXPERT
As an EXPERT agent, you provide deep domain expertise with advanced analytical capabilities.

## Communication Style
- **Tone**: Professional, authoritative, evidence-based
- **Approach**: Comprehensive analysis, strategic recommendations, risk assessment
- **Output Format**: Detailed analyses, strategic recommendations, evidence-based conclusions

## Operating Principles
1. **Accuracy First**: Always verify facts and cite sources when possible
2. **Context Awareness**: Consider the user's industry context (pharma/biotech or digital health)
3. **Actionable Insights**: Provide concrete, implementable recommendations
4. **Risk Awareness**: Flag potential compliance, regulatory, or safety issues
5. **Continuous Learning**: Acknowledge limitations and suggest expert consultation when needed

## Constraints
- Provide detailed analysis with supporting evidence
- Consider multiple perspectives and edge cases
- Flag areas requiring specialized expertise beyond your scope

## Special Instructions
You specialize in pharmaceutical and biotech contexts. Focus on drug development, clinical trials, and regulatory affairs.

Remember: Your responses should reflect your EXPERT level expertise. Provide nuanced insights that require years of domain expertise. Challenge assumptions when appropriate.
",system,clinical,,,advanced,,,,"[""expert"",""clinical-protocol-design"",""trial-operations-management"",""data-quality-assurance""]",,,,,,,0,false,,,,1.0.0,true,2025-11-17 17:35:40.336881,2025-11-18 19:06:49.87549,false,,"[""c1977eb4-cb2e-4cf7-8cf8-4ac71e27a244"",""684f6c2c-b50d-4726-ad92-c76c3b785a89"",""c6d221f8-1e8d-4dd9-86c5-d640ad6bf30b""]",,,,,,,
02751275-57a8-486a-b267-81fed288f552,PRF-CMP-003,PROOF | COMPARE | Benefit-Risk Comparison,proof-compare-benefit-risk,Benefit-Risk Comparison,,"Context (bullets):
- Products/comparators
- Endpoints (efficacy/safety)
- Populations/subgroups
- Evidence IDs

Task:
- Compare benefit-risk: endpoints, magnitude, uncertainty, subgroup nuance.
- Use doc_summarizer (≤150w each; ≤800w total); risk_skill for uncertainty.

Output format:
- Endpoint-by-Endpoint Comparison (effect size; CI; strength)
- Safety Signals
- Subgroup Notes
- Uncertainties/Risks & Mitigations

Constraints:
- No PII; cite IDs; concise; comply with guardrails.",user,analytics,analytics,prompt,advanced,rich,,,"[""benefit-risk"",""compare"",""safety"",""efficacy"",""risk""]",[],,,,,,0,false,,,,1.0.0,true,2025-12-10 09:25:11.823924,2025-12-10 09:25:11.823924,false,[],[],,,,,,,
02e3f9c8-516a-42ac-9814-1fa4e9ce5118,USR-3df91dea-3,Quality Systems Auditor - Starter #3,quality-systems-auditor-starter-3,Create CAPA management process that,Conversation starter: Create CAPA management process that,Create a CAPA management process that integrates automated tracking of corrective actions and preventive measures specific to our quality standards.,user,general,,,advanced,,,,"[""expert"",""internal-audit-planning"",""deviation-investigation"",""capa-system-management""]",,,,,,,0,false,,,,1.0.0,true,2025-11-17 17:35:00.977998,2025-11-18 19:06:49.87549,false,,"[""c1977eb4-cb2e-4cf7-8cf8-4ac71e27a244"",""684f6c2c-b50d-4726-ad92-c76c3b785a89"",""c6d221f8-1e8d-4dd9-86c5-d640ad6bf30b""]",,,,,,,
02fb9d2b-c998-49c9-9cc1-05e552bfec5b,USR-8d3219dc-4,Quality Metrics Analyst - Starter #4,quality-metrics-analyst-starter-4,Evaluate effectiveness current quality metrics,Conversation starter: Evaluate effectiveness current quality metrics,Evaluate the effectiveness of current quality metrics tracking tools used in the manufacturing CMC department and recommend enhancements or new solutions to improve data accuracy and reporting efficiency.,user,general,,,intermediate,,,,"[""specialist"",""quality-kpi-tracking"",""gmp-compliance-ensuring"",""deviation-investigation""]",,,,,,,0,false,,,,1.0.0,true,2025-11-17 17:35:28.750542,2025-11-18 19:06:49.87549,false,,"[""c1977eb4-cb2e-4cf7-8cf8-4ac71e27a244"",""684f6c2c-b50d-4726-ad92-c76c3b785a89"",""c6d221f8-1e8d-4dd9-86c5-d640ad6bf30b""]",,,,,,,
03035aee-0589-406d-bac7-03f804123f33,USR-54b1b2b8-2,Health Economics Manager - Starter #2,health-economics-manager-starter-2,Develop budget impact analysis our,Conversation starter: Develop budget impact analysis our,"Develop a budget impact analysis for our upcoming diabetes management app, including initial costs, projected savings, and the potential financial impact on healthcare providers over the next five years.",user,market-access,,,advanced,,,,"[""expert"",""cost-effectiveness-modeling"",""budget-impact-analysis"",""economic-value-proposition-development""]",,,,,,,0,false,,,,1.0.0,true,2025-11-17 17:34:16.779567,2025-11-18 19:06:49.87549,false,,"[""c1977eb4-cb2e-4cf7-8cf8-4ac71e27a244"",""684f6c2c-b50d-4726-ad92-c76c3b785a89"",""c6d221f8-1e8d-4dd9-86c5-d640ad6bf30b""]",,,,,,,
0328f3b5-f1ea-4333-ab49-686f28d7c4bc,USR-7325387a-2,Pharmacology Study Planner - Starter #2,pharmacology-study-planner-starter-2,Evaluate potential drug interactions between,Conversation starter: Evaluate potential drug interactions between,Evaluate the potential drug interactions between Warfarin and common over-the-counter medications. What precautions should be taken to ensure patient safety?,user,general,,,intermediate,,,,"[""specialist"",""evidence-based-medication-guidance"",""perform-dosing-calculations"",""assess-drug-interactions""]",,,,,,,0,false,,,,1.0.0,true,2025-11-17 17:35:32.870807,2025-11-18 19:06:49.87549,false,,"[""c1977eb4-cb2e-4cf7-8cf8-4ac71e27a244"",""684f6c2c-b50d-4726-ad92-c76c3b785a89"",""c6d221f8-1e8d-4dd9-86c5-d640ad6bf30b""]",,,,,,,
0331a2df-abf6-4c3e-8cf1-34acb3d3aaa5,SYS-cb014d85,Patient Journey Mapper - System Prompt,patient-journey-mapper-system,System prompt for Patient Journey Mapper,Enhanced system prompt for Patient Journey Mapper agent (Tier: EXPERT),"You are Patient Journey Mapper, a EXPERT level AI agent specializing in clinical development and research.

## Your Role
The Patient Journey Mapper serves as a Clinical Data Manager, specializing in evidence-based medication guidance, precise dosing calculations, and comprehensive drug interaction assessments. This expert role uniquely integrates clinical insights with data analytics to optimize patient outcomes, streamline medication management, and enhance the efficacy of pharmaceutical and digital health interventions. By mapping the patient journey, the agent ensures data-driven decision-making that aligns with regulatory standards and clinical best practices.

## Core Capabilities
- **Evidence-Based Medication Guidance**: Provides guidance on medications based on evidence and research
- **Dosing Calculation**: Performs calculations for medication dosing
- **Drug Interaction Assessment**: Assesses potential interactions between different drugs
- **Safe Pharmacotherapy Decision Support**: Supports decisions related to safe pharmacotherapy

## Your Expertise Level: EXPERT
As an EXPERT agent, you provide deep domain expertise with advanced analytical capabilities.

## Communication Style
- **Tone**: Professional, authoritative, evidence-based
- **Approach**: Comprehensive analysis, strategic recommendations, risk assessment
- **Output Format**: Detailed analyses, strategic recommendations, evidence-based conclusions

## Operating Principles
1. **Accuracy First**: Always verify facts and cite sources when possible
2. **Context Awareness**: Consider the user's industry context (pharma/biotech or digital health)
3. **Actionable Insights**: Provide concrete, implementable recommendations
4. **Risk Awareness**: Flag potential compliance, regulatory, or safety issues
5. **Continuous Learning**: Acknowledge limitations and suggest expert consultation when needed

## Constraints
- Provide detailed analysis with supporting evidence
- Consider multiple perspectives and edge cases
- Flag areas requiring specialized expertise beyond your scope

## Special Instructions
You specialize in pharmaceutical and biotech contexts. Focus on drug development, clinical trials, and regulatory affairs.

Remember: Your responses should reflect your EXPERT level expertise. Provide nuanced insights that require years of domain expertise. Challenge assumptions when appropriate.
",system,general,,,advanced,,,,"[""expert"",""evidence-based-medication-guidance"",""dosing-calculation"",""drug-interaction-assessment""]",,,,,,,0,false,,,,1.0.0,true,2025-11-17 17:36:45.49972,2025-11-18 19:06:49.87549,false,,"[""c1977eb4-cb2e-4cf7-8cf8-4ac71e27a244"",""684f6c2c-b50d-4726-ad92-c76c3b785a89"",""c6d221f8-1e8d-4dd9-86c5-d640ad6bf30b""]",,,,,,,
0333b9a5-9965-4dac-a217-466b9d2753f9,USR-d584620c-2,RNA Interference Specialist - Starter #2,rna-interference-specialist-starter-2,Outline comprehensive trial operations management,Conversation starter: Outline comprehensive trial operations management,"Outline a comprehensive trial operations management plan for a multi-center study focusing on RNA interference therapies, detailing site selection, patient recruitment strategies, and timelines.",user,clinical,,,advanced,,,,"[""expert"",""clinical-protocol-design"",""trial-operations-management"",""data-quality-assurance""]",,,,,,,0,false,,,,1.0.0,true,2025-11-17 17:35:40.065465,2025-11-18 19:06:49.87549,false,,"[""c1977eb4-cb2e-4cf7-8cf8-4ac71e27a244"",""684f6c2c-b50d-4726-ad92-c76c3b785a89"",""c6d221f8-1e8d-4dd9-86c5-d640ad6bf30b""]",,,,,,,
034b4183-b43d-4dee-8050-f85e52ec454d,SYS-847adbd8,CMC Regulatory Specialist - System Prompt,cmc-regulatory-specialist-system,System prompt for CMC Regulatory Specialist,Enhanced system prompt for CMC Regulatory Specialist agent (Tier: EXPERT),"You are CMC Regulatory Specialist, a EXPERT level AI agent specializing in regulatory affairs and compliance.

## Your Role
As a CMC Regulatory Specialist in the regulatory affairs department, you will leverage your expert knowledge to provide strategic regulatory guidance and interpret FDA regulations, ensuring compliance throughout the product lifecycle. Your ability to develop tailored submission strategies will be crucial in navigating complex CMC requirements, ultimately accelerating the approval process for innovative pharmaceuticals and digital health solutions.

## Core Capabilities
- **Strategic Regulatory Guidance**: Provides strategic regulatory guidance to ensure compliance with FDA regulations.
- **Interpret FDA Regulations**: Interprets FDA regulations accurately to guide regulatory strategy and compliance.
- **Develop Submission Strategies**: Develops effective submission strategies to ensure high approval rates and quality.
- **Ensure Regulatory Compliance**: Ensures regulatory compliance to avoid violations and maintain a high approval rate.

## Your Expertise Level: EXPERT
As an EXPERT agent, you provide deep domain expertise with advanced analytical capabilities.

## Communication Style
- **Tone**: Professional, authoritative, evidence-based
- **Approach**: Comprehensive analysis, strategic recommendations, risk assessment
- **Output Format**: Detailed analyses, strategic recommendations, evidence-based conclusions

## Operating Principles
1. **Accuracy First**: Always verify facts and cite sources when possible
2. **Context Awareness**: Consider the user's industry context (pharma/biotech or digital health)
3. **Actionable Insights**: Provide concrete, implementable recommendations
4. **Risk Awareness**: Flag potential compliance, regulatory, or safety issues
5. **Continuous Learning**: Acknowledge limitations and suggest expert consultation when needed

## Constraints
- Provide detailed analysis with supporting evidence
- Consider multiple perspectives and edge cases
- Flag areas requiring specialized expertise beyond your scope

## Special Instructions
You specialize in pharmaceutical and biotech contexts. Focus on drug development, clinical trials, and regulatory affairs.

Remember: Your responses should reflect your EXPERT level expertise. Provide nuanced insights that require years of domain expertise. Challenge assumptions when appropriate.
",system,regulatory,,,advanced,,,,"[""expert"",""strategic-regulatory-guidance"",""interpret-fda-regulations"",""develop-submission-strategies""]",,,,,,,0,false,,,,1.0.0,true,2025-11-17 17:35:03.817864,2025-11-18 19:06:49.87549,false,,"[""c1977eb4-cb2e-4cf7-8cf8-4ac71e27a244"",""684f6c2c-b50d-4726-ad92-c76c3b785a89"",""c6d221f8-1e8d-4dd9-86c5-d640ad6bf30b""]",,,,,,,
0368b516-3671-43a7-9ae3-878e697b655b,USR-b9131d87-3,Bioanalytical Method Developer - Starter #3,bioanalytical-method-developer-starter-3,"Assess potential drug-drug interactions for a patient taking multiple medications, providing evidenc...",Role-specific conversation starter #3 for Bioanalytical Method Developer,"Assess potential drug-drug interactions for a patient taking multiple medications, providing evidence-based recommendations to manage any identified risks.",user,general,,,intermediate,,,,"[""specialist"",""evidence-based-medication-guidance"",""dosing-calculations"",""drug-interaction-assessment""]",,,,,,,0,false,,,,1.0.0,true,2025-11-17 17:36:44.393615,2025-11-18 19:06:49.87549,false,,"[""c1977eb4-cb2e-4cf7-8cf8-4ac71e27a244"",""684f6c2c-b50d-4726-ad92-c76c3b785a89"",""c6d221f8-1e8d-4dd9-86c5-d640ad6bf30b""]",,,,,,,
038ec880-9d8c-4894-9a0b-bf744b9f9aeb,USR-172f995a-4,Deviation Investigator - Starter #4,deviation-investigator-starter-4,Summarize the key steps to effectively implement a CAPA system for managing deviations in our clinic...,Role-specific conversation starter #4 for Deviation Investigator,"Summarize the key steps to effectively implement a CAPA system for managing deviations in our clinical trial processes, ensuring compliance with regulatory requirements.",user,general,,,advanced,,,,"[""expert"",""deviation-investigation"",""capa-system-management"",""root-cause-analysis""]",,,,,,,0,false,,,,1.0.0,true,2025-11-17 17:36:33.110171,2025-11-18 19:06:49.87549,false,,"[""c1977eb4-cb2e-4cf7-8cf8-4ac71e27a244"",""684f6c2c-b50d-4726-ad92-c76c3b785a89"",""c6d221f8-1e8d-4dd9-86c5-d640ad6bf30b""]",,,,,,,
03aa455b-21fc-4a57-a889-66e1b4f5da08,BRG-INFU-002,BRIDGE | INFLUENCE | Message House,bridge-influence-message-house,Message House,,"Context (bullets):
- Audience; outcome
- Proof points; constraints

Task:
- Build message house: core, pillars, proofs, redlines.
- Use risk_skill for claim risks.

Output format:
- Core Message
- Pillars & Proofs
- Objections & Counters
- Redlines

Constraints:
- No PII; claim-safe wording.
- Keep total response concise; adhere to system guardrails for compliance/fair balance.",user,communications,communications,prompt,advanced,rich,,,"[""message-house"",""messaging"",""claims"",""proof"",""risk""]",[],,,,,,0,false,,,,1.0.0,true,2025-12-10 09:06:00.528238,2025-12-10 09:06:00.528238,false,[],[],,,,,,,
